,SUBJECT_16
training duration,2734.939274072647
,train,valid,test
logloss,0.13913039397791602,0.15472915432464454,0.7494143684809944
accuracy,0.9699842022116903,0.9620853080568721,0.7598944591029023
macro-precision,0.9292835034809585,0.8952545570969267,0.7247654784240151
macro-recall,0.9311140778199588,0.8414211014445435,0.7447056163035092
macro-f1,0.9238128767019836,0.8358290221035318,0.7155516952299208
weighted-f1,0.9700207056173406,0.9608839483163433,0.7634725454852577
micro-f1,0.9699842022116903,0.9620853080568721,0.7598944591029023
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.9993355481727575,1.0,1.0,0.9309090909090908,0.9415807560137457,0.9973459156590976,0.9448818897637795,0.9836065573770492,0.7515923566878981,0.8902439024390245,0.7891156462585034,0.8571428571428571
valid,1.0,1.0,1.0,0.9294117647058823,0.9402597402597404,0.9947089947089947,0.9333333333333333,0.8,0.33333333333333337,0.6666666666666665,0.717948717948718,0.7142857142857143
test,1.0,0.9484536082474228,1.0,0.3787878787878788,0.49382716049382713,1.0,0.6666666666666666,missed_category,0.6666666666666666,0.8,0.6666666666666665,0.25
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1408.0,138.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0
STANDING,2.0,0.0,0.0,57.0,1644.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1691.0,0.0,0.0,0.0,0.0,8.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,0.0,34.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,116.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,57.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,158.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
STANDING,0.0,0.0,0.0,8.0,181.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,1.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,51.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,46.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,5.0
WALKING_DOWNSTAIRS,0.0,0.0,47.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,25.0,42.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,40.0,40.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,70.0,0.0,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,1.0,missed_category,0.0,0.0,1.0,0.0
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,0,0,0,0,0,0,0,missed_category,2,0,1,0
LIE_TO_SIT,0,0,0,0,0,0,0,missed_category,0,2,0,0
STAND_TO_LIE,0,0,0,0,0,0,0,missed_category,1,0,3,0
LIE_TO_STAND,0,0,0,0,0,0,0,missed_category,0,1,0,1
,index,real_category,predicted_category
0,21,3,4
1,22,3,4
2,23,3,4
3,24,3,4
4,25,3,4
5,186,4,3
6,187,4,3
7,188,4,3
8,189,4,3
9,190,4,3
10,191,4,3
11,192,4,3
12,193,4,3
13,194,4,3
14,195,4,3
15,196,4,3
16,197,4,3
17,198,4,3
18,199,4,3
19,200,4,3
20,201,4,3
21,202,4,3
22,203,4,3
23,204,4,3
24,205,4,3
25,208,4,3
26,209,4,3
27,210,4,3
28,211,6,10
29,212,3,4
30,213,3,4
31,214,3,4
32,215,3,4
33,216,3,4
34,217,3,4
35,218,3,4
36,219,3,4
37,220,3,4
38,221,3,4
39,222,3,4
40,223,3,4
41,224,3,4
42,225,3,4
43,226,3,4
44,227,3,4
45,228,3,4
46,229,3,4
47,230,3,4
48,231,3,4
49,232,3,4
50,233,3,4
51,234,4,3
52,235,4,3
53,236,4,3
54,237,4,3
55,238,4,3
56,239,4,3
57,240,4,3
58,241,4,3
59,242,4,3
60,243,4,3
61,244,4,3
62,246,4,3
63,247,4,3
64,248,4,3
65,249,4,3
66,250,4,3
67,251,4,3
68,253,10,8
69,274,3,4
70,275,3,4
71,276,3,4
72,277,3,4
73,278,3,4
74,279,3,4
75,280,3,4
76,281,3,4
77,282,3,4
78,283,3,4
79,284,3,4
80,285,3,4
81,286,3,4
82,287,3,4
83,288,3,4
84,289,8,10
85,306,11,9
86,346,1,11
87,358,1,11
88,361,1,11
89,362,1,11
90,378,1,11
