,SUBJECT_21
training duration,1759.7999193668363
,train,valid,test
logloss,1.7882415464531498,1.783466796875,1.9360904254122264
accuracy,0.41683430386447856,0.4257142857142857,0.271889400921659
macro-precision,0.7531268212026413,0.5183341163592948,0.35198530316519366
macro-recall,0.36804933378722055,0.38330703737184896,0.24680851063829787
macro-f1,0.3884130207462098,0.39320177772656306,0.22257699900906328
weighted-f1,0.38339793895361135,0.38839871192808123,0.21942693514624284
micro-f1,0.4168343038644785,0.4257142857142857,0.271889400921659
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3561742469698788,0.513157894736842,0.7996357012750456,0.0064557779212395085,0.0,0.7208507406000759,0.09375,0.06666666666666667,0.5521472392638038,0.6716417910447762,0.4404761904761905,0.43999999999999995
valid,0.360655737704918,0.5123152709359606,0.8032128514056226,0.0,0.0,0.7491638795986622,0.0,0.0,0.7,0.7142857142857143,0.33333333333333337,0.5454545454545454
test,0.254278728606357,0.5230769230769231,0.8636363636363636,0.0,0.0,0.163265306122449,0.0,0.0,0.0,0.6666666666666666,0.2,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1484.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,857.0,468.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,348.0,0.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1515.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1685.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,727.0,5.0,0.0,0.0,0.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,48.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
SIT_TO_STAND,24.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,7.0,0.0
LIE_TO_SIT,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0
STAND_TO_LIE,52.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,37.0,0.0
LIE_TO_STAND,28.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,22.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,165.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,93.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
