,SUBJECT_4
training duration,2824.86809706688
,train,valid,test
logloss,0.4545726850152103,0.5063942963222288,0.8733837490990048
accuracy,0.8805202979125144,0.8773584905660378,0.8005952380952381
macro-precision,0.8967130827428854,0.8717200865211541,0.7537288464556778
macro-recall,0.9188952386232317,0.8859052001539048,0.7857142857142857
macro-f1,0.8987016589734295,0.8711208946551285,0.722060865276648
weighted-f1,0.8747069923005636,0.8707176878875966,0.7803286892348049
micro-f1,0.8805202979125145,0.8773584905660378,0.8005952380952381
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.7848898216159497,0.9885903570114097,0.9855305466237942,0.8995956873315364,0.6397630507219548,0.9918934568616097,0.9090909090909091,0.9824561403508771,0.9015544041450777,0.9295774647887325,0.8433734939759037,0.9281045751633986
valid,0.8,0.9770491803278688,0.9855072463768115,0.8862275449101796,0.6360655737704918,0.9947916666666666,0.6666666666666666,1.0,0.9,0.875,0.8571428571428571,0.875
test,0.7407407407407407,0.9904761904761905,0.967741935483871,0.6,0.6,0.8813559322033898,0.8571428571428571,1.0,0.8,0.0,0.7272727272727273,0.5
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,91.0,0.0,3.0,1335.0,107.0,22.0,4.0,0.0,0.0,1.0,13.0,0.0
STANDING,729.0,31.0,33.0,56.0,864.0,3.0,8.0,0.0,0.0,0.0,6.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1713.0,0.0,0.0,0.0,0.0,1.0,1.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,0.0,5.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,7.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,105.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,71.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,10.0,0.0,0.0,148.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
STANDING,73.0,7.0,3.0,10.0,97.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,12.0,0.0,2.0,21.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,30.0,0.0,1.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
STAND_TO_LIE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,5,4,0
4,6,4,0
5,7,4,0
6,31,4,0
7,34,4,0
8,35,4,0
9,36,4,0
10,37,4,0
11,38,4,0
12,39,4,0
13,40,4,0
14,41,4,0
15,42,4,2
16,43,4,0
17,44,10,1
18,46,10,8
19,63,9,11
20,64,9,11
21,65,3,0
22,67,3,0
23,68,3,2
24,70,3,0
25,176,4,0
26,177,4,0
27,178,4,6
28,181,4,0
29,182,4,0
30,183,4,0
31,184,4,0
32,185,4,0
33,192,3,5
34,193,3,5
35,194,3,5
36,195,3,5
37,196,3,5
38,197,3,5
39,198,3,5
40,199,3,5
41,200,3,5
42,201,3,5
43,202,3,5
44,203,3,5
45,204,3,5
46,205,3,5
47,207,4,0
48,210,4,0
49,211,4,0
50,213,4,0
51,214,4,0
52,215,4,0
53,218,4,0
54,221,10,8
55,233,9,11
56,234,9,11
57,235,3,0
58,236,3,0
59,237,3,0
60,238,3,0
61,239,3,0
62,240,3,0
63,241,3,0
64,242,3,2
65,244,3,0
66,245,3,0
