,SUBJECT_30
training duration,2762.368901729584
,train,valid,test
logloss,0.2207849435681374,0.25170796905633613,0.6087145443941969
accuracy,0.9527883396704689,0.9439163498098859,0.843520782396088
macro-precision,0.9340623842829379,0.876564608436174,0.8583772191308956
macro-recall,0.9416278629753941,0.8731291087295765,0.8706597222222222
macro-f1,0.9355161637997303,0.8639396788631576,0.8576170412115726
weighted-f1,0.9524609289979311,0.9445061668665832,0.8329260931591935
micro-f1,0.9527883396704689,0.9439163498098859,0.8435207823960881
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.9527156549520767,0.9984996249062266,0.9979398434281006,0.9059021922428331,0.9025249559600705,0.992670771034887,0.9152542372881356,0.9824561403508771,0.885057471264368,0.9459459459459459,0.8210526315789474,0.9261744966442953
valid,0.9458689458689459,1.0,1.0,0.8984615384615384,0.9157894736842105,0.9893617021276596,0.8333333333333333,1.0,0.6666666666666665,0.7368421052631579,0.6666666666666666,0.7142857142857143
test,0.935251798561151,1.0,1.0,0.4375,0.6040268456375839,0.9931972789115647,1.0,1.0,0.75,1.0,0.5714285714285715,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,34.0,0.0,1.0,1343.0,146.0,18.0,2.0,0.0,0.0,0.0,19.0,0.0
STANDING,114.0,4.0,3.0,58.0,1537.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1693.0,0.0,0.0,0.0,0.0,2.0,2.0
STAND_TO_SIT,0.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,6.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,0.0,15.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,4.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,117.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,69.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,6.0,0.0,0.0,146.0,14.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0
STANDING,13.0,0.0,0.0,5.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,1.0,0.0,1.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1.0,0.0,0.0,21.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
STANDING,8.0,0.0,0.0,11.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,7,4,0
1,8,4,0
2,11,4,0
3,12,3,4
4,13,3,4
5,14,3,4
6,15,3,4
7,16,3,10
8,17,3,10
9,27,4,0
10,34,4,0
11,35,4,0
12,44,4,0
13,45,10,8
14,65,3,0
15,66,3,4
16,67,3,4
17,68,3,4
18,69,3,4
19,70,3,4
20,71,3,4
21,72,3,4
22,73,3,4
23,74,3,4
24,75,3,4
25,76,3,4
26,77,3,4
27,78,3,4
28,79,3,4
29,80,3,4
30,81,3,4
31,82,3,4
32,83,3,4
33,212,4,0
34,213,4,3
35,214,4,3
36,215,4,3
37,216,4,3
38,219,4,3
39,220,4,3
40,221,4,3
41,222,4,3
42,223,4,3
43,224,4,3
44,225,4,3
45,282,3,4
46,283,3,4
47,284,3,4
48,285,3,4
49,286,3,4
50,287,3,4
51,288,3,4
52,289,3,4
53,290,3,4
54,291,3,4
55,292,3,4
56,293,3,4
57,294,3,4
58,295,3,4
59,296,3,4
60,297,3,4
61,298,3,4
62,299,3,4
63,302,8,5
