,SUBJECT_9
training duration,2783.763414144516
,train,valid,test
logloss,0.40765209685014653,0.5229466325145656,0.8262474329908561
accuracy,0.8922143156132273,0.8662900188323918,0.7942122186495176
macro-precision,0.9281464785018613,0.8751723916009673,0.560956902173183
macro-recall,0.9265658378328893,0.8533999506538367,0.6293421313636947
macro-f1,0.9187385078073115,0.8509283529660561,0.5605810206920073
weighted-f1,0.8891900917425869,0.8616140010716494,0.7507650498398919
micro-f1,0.8922143156132273,0.8662900188323918,0.7942122186495176
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.7931398416886544,0.9974045235446792,0.9847634322373697,0.897972972972973,0.7006460875807609,0.9924637681159421,0.9166666666666667,1.0,0.9325842696629214,0.9801324503311258,0.8561151079136692,0.972972972972973
valid,0.7608200455580866,0.9933774834437086,0.9891696750902527,0.8623853211009175,0.6375838926174497,0.9973753280839895,0.8571428571428571,1.0,0.761904761904762,0.823529411764706,0.7586206896551724,0.7692307692307693
test,0.8455284552845529,0.98989898989899,0.923076923076923,0.6785714285714285,0.20689655172413793,0.9557522123893806,0.0,missed_category,0.4,0.0,0.5,0.6666666666666666
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,125.0,0.0,5.0,1329.0,73.0,16.0,2.0,0.0,0.0,1.0,21.0,1.0
STANDING,656.0,7.0,32.0,57.0,976.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0,0.0,2.0,0.0
STAND_TO_SIT,3.0,0.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,3.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,11.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,119.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,21.0,0.0,1.0,141.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
STANDING,83.0,1.0,2.0,11.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,52.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,49.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,42.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,4.0,1.0,0.0,38.0,3.0,5.0,0.0,missed_category,0.0,0.0,2.0,0.0
STANDING,15.0,0.0,7.0,21.0,6.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,54.0,0.0,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,1.0,0.0
