,SUBJECT_7
training duration,1786.3915326595306
,train,valid,test
logloss,1.875060133914546,1.837980166217926,1.7200674380896226
accuracy,0.28966383914546023,0.2984934086629002,0.3238993710691824
macro-precision,0.6075666160618546,0.4725630652398913,0.5734972833857592
macro-recall,0.24163613760566102,0.21435082281621318,0.42253191489361697
macro-f1,0.25811423524913807,0.2214215317232019,0.40770156559053267
weighted-f1,0.2505327574144886,0.2597141071748552,0.2777734870733833
micro-f1,0.28966383914546023,0.2984934086629002,0.3238993710691824
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3080719794344473,0.37447320891029506,0.5952109464082098,0.0,0.0,0.3287937743190662,0.0,0.06451612903225806,0.20754716981132076,0.5321100917431193,0.4723618090452261,0.2142857142857143
valid,0.3118580765639589,0.36756756756756753,0.6403940886699508,0.0,0.0,0.37446808510638296,0.0,0.0,0.18181818181818182,0.0,0.38095238095238093,0.4
test,0.34969325153374237,0.5,0.4,0.0,0.0,0.36065573770491804,missed_category,missed_category,0.0,1.0,0.6666666666666665,0.8
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,1031.0,311.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,702.0,0.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,1378.0,0.0,1.0,0.0,0.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
SIT_TO_STAND,26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,28.0,0.0
LIE_TO_SIT,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0
