,SUBJECT_6
training duration,1828.5295193195343
,train,valid,test
logloss,1.3935536625603484,1.3679216509162535,1.437842385810718
accuracy,0.5671704450041981,0.5722379603399433,0.4444444444444444
macro-precision,0.7395985615835216,0.5368033698272558,0.47349469352393325
macro-recall,0.4520543692966699,0.42393988830001555,0.31413398692810457
macro-f1,0.47909466835436504,0.429716064476944,0.31039192490430295
weighted-f1,0.5425176982681755,0.5427041064222506,0.4066473433473078
micro-f1,0.5671704450041981,0.5722379603399433,0.4444444444444444
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.4341970428926951,0.46249999999999997,0.7806026365348399,0.6653620352250489,0.0,0.9843148860609648,0.0923076923076923,0.06666666666666667,0.625,0.6861313868613139,0.5396825396825397,0.4123711340206186
valid,0.4426666666666667,0.4693877551020408,0.7933884297520662,0.6643356643356644,0.0,0.9947089947089947,0.0,0.0,0.4210526315789474,0.75,0.42105263157894735,0.2
test,0.38,0.038461538461538464,0.8372093023255814,0.5066666666666666,0.0,0.7956989247311829,0.0,0.0,0.6666666666666666,0.5,0.0,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1483.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,914.0,407.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
WALKING_DOWNSTAIRS,394.0,0.0,829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,716.0,0.0,3.0,850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1566.0,1.0,28.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,49.0,0.0,0.0,0.0,0.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,53.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0
SIT_TO_STAND,23.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
SIT_TO_LIE,25.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,50.0,0.0,13.0,0.0
LIE_TO_SIT,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,2.0
STAND_TO_LIE,50.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,51.0,0.0
LIE_TO_STAND,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,20.0
confusion_matrix_valid
