,SUBJECT_5
training duration,1804.7198679447167
,train,valid,test
logloss,1.8035816023155908,1.8141740085267437,1.870470588589892
accuracy,0.36399832355406536,0.34213006597549483,0.39814814814814814
macro-precision,0.6650222861044371,0.6473827098827099,0.4327668970814132
macro-recall,0.28603338561018093,0.28648274741803387,0.2926191221169319
macro-f1,0.3051119343830117,0.30199111185307587,0.2991770980226007
weighted-f1,0.3253464568737771,0.3007542118267086,0.3311815032706833
micro-f1,0.36399832355406536,0.34213006597549483,0.39814814814814814
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3340772149073868,0.20598006644518274,0.7139979859013093,0.040740740740740744,0.0,0.7247774480712166,0.0,0.06666666666666667,0.5333333333333333,0.3370786516853933,0.38554216867469876,0.3191489361702128
valid,0.3258536585365853,0.13664596273291926,0.676056338028169,0.0335195530726257,0.0,0.6689895470383275,0.0,0.0,0.33333333333333337,0.5,0.7272727272727274,0.2222222222222222
test,0.3618421052631579,0.0,0.8292682926829269,0.0,0.0,0.8275862068965517,0.0,0.0,0.33333333333333337,0.5714285714285715,0.0,0.6666666666666666
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1497.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,1172.0,155.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,515.0,0.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1536.0,0.0,12.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1717.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,738.0,0.0,1.0,0.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,49.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SIT_TO_STAND,26.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,41.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,40.0,0.0,8.0,0.0
LIE_TO_SIT,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0
STAND_TO_LIE,64.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,32.0,0.0
LIE_TO_STAND,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,137.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,64.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,171.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,191.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,95.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
LIE_TO_SIT,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
STAND_TO_LIE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
LIE_TO_STAND,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,13.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,15.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LIE_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
STAND_TO_LIE,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,6,0
16,16,3,0
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,4,0
28,28,4,0
29,29,4,0
30,30,4,0
31,31,4,0
32,32,4,0
33,33,4,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,0
41,41,10,0
42,42,10,0
43,43,10,0
44,44,10,0
45,46,5,0
46,53,5,0
47,54,5,0
48,58,9,0
49,60,9,0
50,61,3,0
51,62,3,0
52,63,3,0
53,64,3,0
54,65,3,0
55,66,3,0
56,67,3,0
57,68,3,0
58,69,3,0
59,70,3,0
60,71,3,0
61,73,8,0
62,75,5,0
63,78,5,0
64,80,5,0
65,82,5,0
66,83,5,0
67,88,11,0
68,120,2,0
69,123,2,0
70,125,2,0
71,126,2,0
72,128,1,0
73,129,1,0
74,130,1,0
75,131,1,0
76,132,1,0
77,133,1,0
78,134,1,0
79,135,1,0
80,136,1,0
81,137,2,0
82,138,2,0
83,145,1,0
84,146,1,0
85,147,1,0
86,148,1,0
87,149,1,0
88,150,1,0
89,151,1,0
90,152,1,0
91,154,2,0
92,155,2,0
93,158,2,0
94,160,2,0
95,161,1,0
96,162,1,0
97,163,1,0
98,164,1,0
99,165,1,0
100,166,1,0
101,167,1,0
102,168,1,0
103,169,4,0
104,170,4,0
105,171,4,0
106,172,4,0
107,173,4,0
108,174,4,0
109,175,4,0
110,176,4,0
111,177,4,0
112,178,4,0
113,179,4,0
114,180,4,0
115,181,4,0
116,182,4,0
117,183,6,0
118,184,6,10
119,185,3,0
120,186,3,0
121,187,3,0
122,188,3,0
123,189,3,0
124,190,3,0
125,191,3,0
126,192,3,0
127,193,3,0
128,194,3,0
129,195,3,0
130,196,7,0
131,197,4,0
132,198,4,0
133,199,4,0
134,200,4,0
135,201,4,0
136,202,4,0
137,203,4,0
138,204,4,0
139,205,4,0
140,206,4,0
141,207,4,0
142,208,4,0
143,209,4,0
144,210,4,0
145,211,10,0
146,212,10,0
147,213,10,0
148,214,5,0
149,221,5,0
150,222,5,0
151,223,5,0
152,224,5,0
153,227,9,0
154,228,3,0
155,229,3,0
156,230,3,0
157,231,3,0
158,232,3,0
159,233,3,0
160,234,3,0
161,235,3,0
162,236,3,0
163,237,3,0
164,238,8,0
165,239,8,0
166,240,8,0
167,248,5,0
168,251,5,0
169,259,0,2
170,286,2,0
171,288,1,0
172,289,1,0
173,290,1,0
174,291,1,0
175,292,1,0
176,293,1,0
177,294,1,0
178,295,1,0
179,303,1,0
180,304,1,0
181,305,1,0
182,306,1,0
183,307,1,0
184,308,1,0
185,309,1,0
186,315,2,0
187,316,2,0
188,317,1,0
189,318,1,0
190,319,1,0
191,320,1,0
192,321,1,0
193,322,1,0
194,323,1,0
