,SUBJECT_17
training duration,1787.9926714897156
,train,valid,test
logloss,1.5573777622031661,1.5540241701537274,1.7969491249902587
accuracy,0.5026912928759895,0.5052231718898386,0.486284289276808
macro-precision,0.7319618314043891,0.6692767934047005,0.42375437753923806
macro-recall,0.42189851746447155,0.45427548599118933,0.38967443174557537
macro-f1,0.4289453182160532,0.4640607549668285,0.3402941015980891
weighted-f1,0.46088257300068175,0.46553535728568396,0.4304628614330846
micro-f1,0.5026912928759895,0.5052231718898386,0.486284289276808
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3998912600244665,0.7316409791477787,0.7237569060773482,0.09384521633150518,0.0,0.9203932762448462,0.2058823529411765,0.13333333333333333,0.2831858407079646,0.6521739130434783,0.6074074074074074,0.3958333333333333
valid,0.3995067817509248,0.7083333333333334,0.7607843137254903,0.10869565217391304,0.0,0.9069767441860465,0.25,0.0,0.4285714285714285,0.8571428571428571,0.5333333333333333,0.6153846153846154
test,0.391025641025641,0.8045977011494253,0.7804878048780487,0.03076923076923077,0.0,0.8787878787878788,0.0,0.0,0.0,0.7272727272727272,0.4705882352941177,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1471.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,526.0,807.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,434.0,3.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SITTING,1429.0,2.0,46.0,77.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0
STANDING,1651.0,14.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,216.0,1.0,28.0,0.0,0.0,1451.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,36.0,7.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,8.0,0.0
SIT_TO_STAND,20.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
SIT_TO_LIE,16.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,52.0,0.0
LIE_TO_SIT,14.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,0.0,5.0
STAND_TO_LIE,26.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,82.0,0.0
LIE_TO_STAND,23.0,5.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,19.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,162.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,63.0,85.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,38.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SITTING,150.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STANDING,188.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,27.0,0.0,5.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0
STAND_TO_LIE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0
LIE_TO_STAND,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,15.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,62.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,79.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,16.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
LIE_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
STAND_TO_LIE,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
LIE_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,4,0
20,20,4,0
21,21,4,0
22,22,4,0
23,23,4,0
24,24,4,0
25,25,4,0
26,26,4,0
27,27,4,0
28,28,4,0
29,29,4,0
30,30,6,10
31,31,3,0
32,32,3,0
33,33,3,0
34,34,3,0
35,35,3,0
36,36,3,0
37,37,3,0
38,38,3,0
39,39,3,0
40,40,3,0
41,41,3,0
42,42,3,0
