,SUBJECT_4
training duration,1845.2325551509853
,train,valid,test
logloss,1.4447558399113605,1.4128328143425708,1.6111869812011719
accuracy,0.559215357180321,0.5679245283018868,0.5
macro-precision,0.7341105711461475,0.6278118687312121,0.4650132275132275
macro-recall,0.4530322232810237,0.45989596041877445,0.40531789638932497
macro-f1,0.47273588400918465,0.4712318061054274,0.36830313537130466
weighted-f1,0.5181614574209125,0.5316224897601686,0.4227299589095257
micro-f1,0.559215357180321,0.5679245283018868,0.5
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.43913713405238824,0.6938967136150235,0.7517316806416332,0.35167095115681235,0.0,0.9719235364396654,0.09523809523809523,0.13333333333333333,0.5590062111801243,0.6181818181818182,0.5148514851485149,0.5438596491228069
valid,0.44289693593314766,0.6753246753246753,0.7826086956521741,0.4317180616740087,0.0,0.967741935483871,0.25,0.0,0.47058823529411764,0.5,0.5185185185185186,0.6153846153846154
test,0.4578313253012048,0.4383561643835617,0.6857142857142857,0.037735849056603765,0.0,1.0,0.0,0.0,0.3333333333333333,0.4,0.4,0.6666666666666666
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1425.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,537.0,739.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,194.0,1.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1116.0,2.0,115.0,342.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1566.0,1.0,136.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,43.0,0.0,45.0,0.0,0.0,1627.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,40.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0
SIT_TO_STAND,14.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,11.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,24.0,0.0
LIE_TO_SIT,13.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,0.0,8.0
STAND_TO_LIE,25.0,5.0,13.0,0.0,0.0,1.0,0.0,0.0,23.0,0.0,52.0,0.0
LIE_TO_STAND,10.0,15.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,31.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,159.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,63.0,78.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,19.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,115.0,0.0,12.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,180.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,6.0,0.0,5.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0
LIE_TO_SIT,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
STAND_TO_LIE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0
LIE_TO_STAND,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,57.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,33.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,9.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,36.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,50.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LIE_TO_SIT,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
STAND_TO_LIE,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,3
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,3
15,15,4,0
16,16,6,1
17,17,6,0
18,18,3,0
19,19,3,0
20,20,3,0
21,22,3,0
22,23,3,0
23,24,3,2
24,25,3,0
25,26,3,0
26,27,3,0
27,28,3,0
28,29,3,2
29,30,7,0
30,31,4,0
31,32,4,0
32,33,4,0
33,34,4,0
34,35,4,0
35,36,4,0
36,37,4,0
37,38,4,0
38,39,4,0
39,40,4,0
40,41,4,3
41,42,4,0
42,43,4,1
43,44,10,1
44,45,10,2
45,46,10,8
46,63,9,11
47,65,3,2
48,66,3,0
49,67,3,0
50,68,3,0
51,69,3,0
52,70,3,0
53,71,3,2
54,72,3,0
55,73,3,0
56,74,3,2
57,75,3,0
58,76,3,0
59,77,8,2
60,78,8,10
61,110,0,2
62,120,0,2
63,128,2,0
64,129,2,0
65,132,1,0
66,135,1,0
67,139,1,0
68,140,1,2
69,141,2,0
70,148,2,0
71,149,2,0
72,151,1,0
73,152,1,0
74,153,1,0
75,154,1,0
76,155,1,0
77,156,1,0
78,159,1,0
79,160,2,0
80,167,2,0
81,168,1,0
82,169,1,0
83,172,1,0
84,174,1,0
85,175,1,0
86,176,4,0
87,177,4,0
88,178,4,0
89,179,4,0
90,180,4,0
91,181,4,0
92,182,4,2
93,183,4,0
94,184,4,0
95,185,4,0
96,186,4,0
97,187,4,0
98,188,4,0
99,189,4,2
100,190,4,0
101,191,6,0
102,192,3,2
103,193,3,2
104,194,3,0
105,195,3,2
106,196,3,2
107,197,3,0
108,198,3,0
109,199,3,0
110,200,3,0
111,201,3,0
112,202,3,0
113,203,3,2
114,204,3,0
115,205,3,0
116,206,7,0
117,207,4,0
118,208,4,0
119,209,4,0
120,210,4,0
121,211,4,0
122,212,4,0
123,213,4,0
124,214,4,0
125,215,4,0
126,216,4,0
127,217,4,0
128,218,4,0
129,219,10,1
130,220,10,2
131,233,9,11
132,234,9,1
133,235,3,0
134,236,3,0
135,237,3,0
136,238,3,0
137,239,3,0
138,240,3,0
139,241,3,2
140,242,3,0
141,243,3,0
142,244,3,0
143,245,3,2
144,246,8,2
145,275,0,2
146,290,2,0
147,298,1,2
148,299,1,0
149,300,1,0
150,301,1,0
151,302,1,0
152,303,1,0
153,313,1,0
154,314,1,0
155,316,1,0
156,318,1,0
157,319,1,0
158,320,1,0
159,322,2,0
160,328,1,2
161,329,1,0
162,330,1,0
163,331,1,0
164,332,1,0
165,333,1,0
166,334,1,0
167,335,1,0
