,SUBJECT_30
training duration,1790.9109029769895
,train,valid,test
logloss,1.4089003749471904,1.4203696595398645,1.432318279387607
accuracy,0.5101394169835235,0.5104562737642585,0.49144254278728605
macro-precision,0.752323213140588,0.629710779838441,0.5310191384508877
macro-recall,0.4195527283970684,0.4453450812917759,0.3961988644196306
macro-f1,0.43611781610090933,0.461038795503484,0.38601321525139315
weighted-f1,0.4692795675332388,0.4715385834534322,0.44581289346935576
micro-f1,0.5101394169835235,0.5104562737642585,0.49144254278728605
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.3995127892813642,0.4377182770663562,0.8026905829596412,0.25677919203099064,0.0,0.9932173400176938,0.06349206349206349,0.0689655172413793,0.6815642458100559,0.5504587155963303,0.49162011173184356,0.4873949579831932
valid,0.3951515151515152,0.4255319148936171,0.7983539094650206,0.27586206896551724,0.0,0.9947089947089947,0.0,0.0,0.7499999999999999,0.6666666666666666,0.4761904761904762,0.75
test,0.3962848297213622,0.41463414634146345,0.6851851851851853,0.14285714285714285,0.0,0.9931972789115647,0.0,0.0,0.5,0.5,0.0,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1476.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,900.0,376.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,316.0,0.0,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1310.0,0.0,19.0,232.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1702.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,13.0,0.0,0.0,0.0,0.0,1684.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,50.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0
SIT_TO_STAND,23.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,13.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,61.0,0.0,8.0,0.0
LIE_TO_SIT,24.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,15.0
STAND_TO_LIE,37.0,4.0,10.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,44.0,0.0
LIE_TO_STAND,34.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,29.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,163.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,104.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,37.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,142.0,0.0,2.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,191.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0
LIE_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
STAND_TO_LIE,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
LIE_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,42.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,25.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,58.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
STAND_TO_LIE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,3,0
13,13,3,0
14,14,3,0
15,15,3,0
16,16,3,0
17,17,3,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,23,3,0
23,24,3,0
24,25,3,0
25,26,7,0
26,27,4,0
27,28,4,0
28,29,4,0
29,30,4,0
30,31,4,0
31,32,4,0
32,33,4,0
33,34,4,0
34,35,4,0
35,36,4,0
36,37,4,0
37,38,4,0
38,39,4,0
39,40,4,0
40,41,4,0
41,42,4,0
42,43,4,0
43,44,4,0
44,45,10,2
45,64,9,0
46,65,3,0
47,66,3,0
48,67,3,0
49,68,3,0
50,69,3,0
51,70,3,0
52,71,3,0
53,72,3,0
54,73,3,0
55,75,3,0
56,76,3,0
57,77,3,0
58,78,3,0
59,79,3,0
60,80,3,0
61,81,3,0
62,82,3,0
63,83,3,0
64,142,2,0
65,143,2,0
66,144,2,0
67,146,2,0
68,147,2,0
69,150,2,0
70,151,2,0
71,153,1,0
72,155,1,0
73,156,1,0
74,157,1,0
75,158,1,0
76,161,1,2
77,162,1,2
78,163,1,0
79,164,1,0
80,165,2,0
81,166,2,0
82,167,2,0
83,177,1,0
84,178,1,0
85,179,1,0
86,182,1,0
87,183,1,0
88,186,1,2
89,187,1,0
90,188,1,2
91,189,2,0
92,190,2,0
93,191,2,0
94,193,2,0
95,194,2,0
96,195,2,0
97,199,2,0
98,200,1,0
99,201,1,0
100,202,1,0
101,203,1,0
102,204,1,0
103,205,1,0
104,207,1,0
105,208,1,0
106,209,1,0
107,210,1,0
108,211,4,0
109,212,4,0
110,213,4,0
111,214,4,0
112,215,4,0
113,216,4,0
114,217,4,0
115,218,4,0
116,219,4,0
117,220,4,0
118,221,4,0
119,222,4,0
120,223,4,0
121,224,4,3
122,225,4,0
123,226,6,0
124,227,6,10
125,228,3,0
126,229,3,0
127,230,3,0
128,231,3,0
129,233,3,0
130,234,3,0
131,235,3,0
132,236,3,0
133,237,3,0
134,238,3,0
135,240,3,0
136,241,7,0
137,242,4,0
138,243,4,0
139,244,4,0
140,245,4,0
141,246,4,0
142,247,4,0
143,248,4,0
144,249,4,0
145,250,4,0
146,251,4,0
147,252,4,0
148,253,4,0
149,254,4,0
150,255,4,0
151,256,4,0
152,257,4,0
153,258,4,0
154,259,4,0
155,260,4,0
156,261,10,8
157,262,10,8
158,281,9,0
159,282,3,0
160,283,3,0
161,284,3,0
162,285,3,0
163,286,3,0
164,287,3,0
165,288,3,0
166,289,3,0
167,290,3,0
168,292,3,0
169,293,3,0
170,294,3,0
171,295,3,0
172,296,3,2
173,297,3,0
174,298,3,0
175,299,3,0
176,300,8,0
177,302,8,5
178,332,0,2
179,351,2,0
180,358,2,0
181,359,2,0
182,360,1,0
183,361,1,0
184,364,1,2
185,365,1,0
186,374,2,0
187,377,2,0
188,378,2,0
189,379,1,0
190,380,1,0
191,381,1,0
192,382,1,2
193,384,1,0
194,385,1,0
195,386,1,0
196,387,1,0
197,388,1,0
198,389,2,0
199,393,2,0
200,399,1,0
201,400,1,0
202,401,1,0
203,404,1,0
204,405,1,0
205,406,1,0
206,407,1,0
207,408,1,0
