,SUBJECT_1
training duration,1790.888803243637
,train,valid,test
logloss,1.2126389834214542,1.2700433216798723,1.0967822696851648
accuracy,0.6385732323232324,0.6263008514664143,0.6983695652173914
macro-precision,0.7297390091303665,0.4888087225926696,0.5353179466230936
macro-recall,0.5513754646267311,0.439828910515417,0.4777941046054374
macro-f1,0.563377255457124,0.4308707895696466,0.48640846351523104
weighted-f1,0.5904450894431825,0.5771361059146164,0.63979440052296
micro-f1,0.6385732323232324,0.6263008514664143,0.6983695652173914
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.5270945810837833,0.7326549491211841,0.724373576309795,0.6396364907375043,0.0,0.9959349593495935,0.208955223880597,0.4,0.6329113924050633,0.5576923076923077,0.6037735849056605,0.7374999999999999
valid,0.512280701754386,0.7364016736401673,0.7470588235294118,0.6325878594249201,0.0,0.9921671018276764,0.22222222222222224,0.0,0.14285714285714288,0.3333333333333333,0.380952380952381,0.47058823529411764
test,0.6823529411764705,0.8222222222222222,0.7603305785123966,0.7356321839080461,0.0,0.9696969696969697,0.0,0.0,0.6666666666666666,0.4,0.8,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1318.0,4.0,140.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,413.0,792.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
WALKING_DOWNSTAIRS,107.0,0.0,1113.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,536.0,0.0,122.0,915.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1076.0,5.0,287.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,2.0,0.0,2.0,0.0,0.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,20.0,6.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0
SIT_TO_STAND,12.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0
SIT_TO_LIE,14.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,14.0,0.0
LIE_TO_SIT,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,26.0
STAND_TO_LIE,24.0,5.0,9.0,1.0,0.0,2.0,0.0,0.0,15.0,0.0,64.0,0.0
LIE_TO_STAND,6.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,59.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,146.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,44.0,88.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,9.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,69.0,0.0,7.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,126.0,0.0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,1.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
LIE_TO_SIT,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
STAND_TO_LIE,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
LIE_TO_STAND,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,87.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,14.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,3.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,10.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,41.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
LIE_TO_STAND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,3
4,4,4,0
5,5,4,2
6,6,4,3
7,7,4,3
8,8,4,3
9,9,4,3
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,6,0
15,15,3,2
16,16,3,2
17,18,3,0
18,19,3,0
19,20,3,0
20,26,7,2
21,27,4,0
22,28,4,0
23,29,4,0
24,30,4,0
25,31,4,0
26,32,4,0
27,33,4,0
28,34,4,0
29,35,4,2
30,36,4,0
31,37,4,0
32,38,4,0
33,39,4,3
34,40,4,0
35,43,10,5
36,56,9,2
37,62,3,2
38,63,3,2
39,72,8,0
40,86,11,5
41,92,0,2
42,113,0,2
43,114,0,2
44,123,0,2
45,130,0,2
46,142,2,0
47,143,1,0
48,148,1,0
49,159,1,0
50,160,1,0
51,167,1,2
52,176,1,0
53,177,1,0
54,178,1,0
55,183,1,0
56,184,1,0
57,185,4,0
58,186,4,0
59,187,4,0
60,188,4,0
61,189,4,2
62,190,4,2
63,191,4,0
64,192,4,0
65,193,4,3
66,194,4,0
67,195,4,2
68,196,4,0
69,197,4,0
70,198,4,0
71,199,6,0
72,200,6,0
73,201,3,2
74,203,3,0
75,204,3,0
76,205,3,0
77,206,3,0
78,212,7,2
79,213,4,0
80,214,4,0
81,215,4,0
82,216,4,3
83,217,4,0
84,218,4,2
85,219,4,0
86,220,4,0
87,221,4,0
88,222,4,0
89,223,4,0
90,224,4,0
91,225,4,0
92,228,10,5
93,241,9,2
94,242,3,0
95,248,3,0
96,249,3,0
97,254,8,0
98,267,11,2
99,268,11,9
100,270,0,2
101,271,0,2
102,304,0,2
103,319,2,0
104,324,1,0
105,325,1,0
106,332,1,0
107,357,2,0
108,359,1,0
109,360,1,0
110,367,1,2
