,SUBJECT_22
training duration,1764.3851482868197
,train,valid,test
logloss,1.740020092563457,1.746381997162441,1.588907270289179
accuracy,0.4457730228655339,0.4386792452830189,0.4507462686567164
macro-precision,0.6661279233983904,0.55008884265415,0.5777543304317242
macro-recall,0.3795195979990711,0.36307928495297404,0.4965961457896942
macro-f1,0.3962354935807499,0.36557808026802113,0.4411911336021271
weighted-f1,0.4116660929092525,0.4006376483931703,0.41090083304431135
micro-f1,0.4457730228655339,0.4386792452830189,0.45074626865671646
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.370149993801909,0.4866369710467706,0.759090909090909,0.09096422073984234,0.0,0.8444144448194398,0.0,0.06451612903225806,0.6390532544378698,0.6222222222222222,0.4777777777777778,0.39999999999999997
valid,0.36971046770601335,0.41450777202072536,0.7741935483870968,0.09782608695652174,0.0,0.844984802431611,0.0,0.0,0.4000000000000001,0.7999999999999999,0.2857142857142857,0.4
test,0.34200743494423796,0.576271186440678,0.8571428571428571,0.031746031746031744,0.0,0.8292682926829268,0.0,missed_category,0.6666666666666666,0.7499999999999999,0.8,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1493.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,885.0,437.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,399.0,0.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1447.0,0.0,32.0,75.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1683.0,0.0,30.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,446.0,0.0,0.0,0.0,0.0,1251.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,52.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,24.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
SIT_TO_LIE,23.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,12.0,0.0
LIE_TO_SIT,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0
STAND_TO_LIE,49.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,19.0,0.0,43.0,0.0
LIE_TO_STAND,30.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,19.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,166.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,106.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,41.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,160.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,187.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,49.0,1.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0
LIE_TO_SIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
STAND_TO_LIE,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0
LIE_TO_STAND,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,46.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,23.0,17.0,2.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,6.0,0.0,30.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,61.0,0.0,0.0,1.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
STANDING,63.0,0.0,2.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,21.0,0.0,0.0,0.0,0.0,51.0,0.0,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,0,0,0,0,0,0,0,missed_category,1,0,1,0
LIE_TO_SIT,0,0,0,0,0,0,0,missed_category,0,3,0,0
STAND_TO_LIE,0,0,0,0,0,0,0,missed_category,0,0,2,0
LIE_TO_STAND,1,0,0,0,0,0,0,missed_category,0,2,0,0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,2
14,14,4,0
15,15,4,0
16,16,6,0
17,17,6,0
18,18,3,0
19,19,3,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,28,3,0
28,29,3,0
29,30,3,0
30,31,3,0
31,32,3,0
32,33,4,0
33,34,4,0
34,35,4,0
35,36,4,0
36,37,4,0
37,38,4,0
38,39,4,0
39,40,4,0
40,41,4,0
41,42,4,0
42,43,4,0
43,44,4,0
44,45,4,0
45,46,4,0
46,47,4,0
47,48,4,0
48,50,5,0
49,51,5,0
50,52,5,0
51,53,5,0
52,54,5,0
53,58,5,0
54,61,5,0
55,62,5,0
56,66,3,0
57,67,3,0
58,68,3,0
59,69,3,0
60,70,3,0
61,71,3,0
62,72,3,0
63,73,3,0
64,74,3,0
65,75,3,0
66,76,3,0
67,77,3,0
68,78,3,0
69,79,3,0
70,80,3,0
71,81,3,0
72,82,3,0
73,83,3,0
74,84,8,10
75,85,5,0
76,92,5,0
77,93,5,0
78,95,5,0
79,101,5,0
80,106,5,0
81,107,11,9
82,108,11,9
83,109,11,0
84,139,1,0
85,140,1,0
86,141,1,0
87,143,1,0
88,152,1,0
89,153,1,0
90,154,1,0
91,155,1,0
92,156,1,0
93,158,1,0
94,165,1,0
95,166,1,0
96,171,1,2
97,172,4,0
98,173,4,0
99,174,4,0
100,175,4,0
101,176,4,0
102,177,4,0
103,178,4,0
104,179,4,0
105,180,4,0
106,181,4,0
107,182,4,0
108,183,4,0
109,184,4,0
110,185,4,0
111,186,4,0
112,187,4,0
113,188,4,2
114,189,4,0
115,190,3,0
116,191,3,0
117,192,3,0
118,193,3,0
119,194,3,0
120,195,3,0
121,196,3,0
122,197,3,0
123,198,3,0
124,199,3,0
125,200,3,0
126,201,3,0
127,202,3,0
128,203,3,0
129,204,4,0
130,205,4,0
131,206,4,0
132,207,4,0
133,208,4,0
134,209,4,0
135,210,4,0
136,211,4,0
137,212,4,0
138,213,4,0
139,214,4,0
140,215,4,0
141,216,4,0
142,217,4,0
143,218,4,0
144,220,5,0
145,223,5,0
146,224,5,0
147,225,5,0
148,227,5,0
149,241,3,0
150,242,3,0
151,243,3,0
152,244,3,0
153,245,3,0
154,246,3,0
155,247,3,0
156,248,3,0
157,249,3,0
158,250,3,0
159,251,3,0
160,252,3,0
161,253,3,0
162,254,3,0
163,255,3,0
164,264,5,0
165,265,5,0
166,302,1,0
167,303,1,0
168,306,1,0
169,307,1,0
170,309,2,0
171,310,2,0
172,311,2,0
173,315,1,0
174,316,1,0
175,317,1,2
176,320,1,0
177,321,1,0
178,322,2,0
179,323,2,0
180,327,2,0
181,328,1,0
182,329,1,0
183,334,1,0
