,SUBJECT_10
training duration,1834.784214019776
,train,valid,test
logloss,1.9234391344142259,1.958826820466839,2.321541979421977
accuracy,0.451255230125523,0.44967074317968014,0.3235294117647059
macro-precision,0.7035341261700144,0.5527582650287499,0.4828956757528186
macro-recall,0.4110385772467177,0.41775996995851844,0.3968958358193487
macro-f1,0.40209001706676256,0.40629384109460015,0.3616815179201247
weighted-f1,0.4011893010448391,0.3995095700846583,0.2796345802138873
micro-f1,0.451255230125523,0.44967074317968014,0.3235294117647059
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.5084557804269476,0.6280487804878049,0.3788091889357712,0.02265575833857772,0.0,0.88715953307393,0.0625,0.125,0.6442307692307693,0.5585585585585585,0.4444444444444445,0.5652173913043478
valid,0.51,0.6181818181818182,0.3753501400560224,0.011363636363636362,0.0,0.8856304985337243,0.0,0.0,0.6,0.6666666666666666,0.5833333333333334,0.625
test,0.3559322033898305,0.15384615384615383,0.3162393162393162,0.03508771929824561,0.0,0.717391304347826,0.0,missed_category,0.0,1.0,0.4,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,917.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,253.0,618.0,475.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,20.0,0.0,1212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,279.0,0.0,1268.0,18.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0
STANDING,600.0,0.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,11.0,0.0,330.0,0.0,0.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,15.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0
SIT_TO_STAND,7.0,1.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
SIT_TO_LIE,0.0,0.0,23.0,0.0,0.0,1.0,0.0,0.0,67.0,0.0,3.0,0.0
LIE_TO_SIT,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,20.0
