,SUBJECT_25
training duration,1812.4274077415464
,train,valid,test
logloss,1.5177849143065114,1.5422476050967262,1.723600607313868
accuracy,0.48321863419798833,0.4866666666666667,0.4216589861751152
macro-precision,0.6515011389587327,0.5399607534267076,0.4467918359396739
macro-recall,0.3619388142979932,0.36807115123940753,0.28318002231795336
macro-f1,0.38754845636886315,0.379842275496351,0.2795801792077121
weighted-f1,0.4522659944787851,0.45292327631812684,0.3644115382180741
micro-f1,0.48321863419798833,0.4866666666666667,0.4216589861751152
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.38281354571007903,0.42452284557547715,0.758889852558543,0.30827067669172936,0.0,0.9327914973429197,0.0,0.13333333333333333,0.33613445378151263,0.5486725663716815,0.42931937172774864,0.39583333333333337
valid,0.3922518159806295,0.37433155080213903,0.7722007722007722,0.33962264150943394,0.0,0.9265536723163843,0.0,0.0,0.30769230769230765,0.39999999999999997,0.5454545454545454,0.5
test,0.3670212765957447,0.18181818181818185,0.5217391304347826,0.1643835616438356,0.0,0.9866666666666668,0.0,0.0,0.0,0.33333333333333337,0.8,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1430.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,924.0,367.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,339.0,0.0,875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1230.0,0.0,41.0,287.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1646.0,1.0,54.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,203.0,0.0,0.0,0.0,0.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,48.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,20.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,32.0,3.0,8.0,1.0,0.0,4.0,0.0,0.0,20.0,0.0,26.0,0.0
LIE_TO_SIT,32.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,5.0
STAND_TO_LIE,48.0,12.0,13.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,41.0,0.0
LIE_TO_STAND,36.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,19.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,162.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,108.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,35.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,131.0,0.0,6.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,181.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,24.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0
LIE_TO_SIT,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
STAND_TO_LIE,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,69.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,58.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,33.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,56.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,73.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,1.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIE_TO_SIT,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
STAND_TO_LIE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
LIE_TO_STAND,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,index,real_category,predicted_category
0,0,4,0
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,0
14,14,4,0
15,15,4,0
16,16,4,0
17,17,4,0
18,18,4,0
19,19,6,0
20,20,3,0
21,21,3,0
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,2
27,27,3,0
28,28,3,0
29,30,3,2
30,31,3,0
31,32,3,0
32,33,3,0
33,34,3,0
34,35,3,0
35,37,7,0
36,38,4,0
37,39,4,0
38,40,4,2
39,41,4,0
40,42,4,0
41,43,4,0
42,44,4,0
43,45,4,0
44,46,4,0
45,47,4,0
46,48,4,0
47,49,4,0
48,50,4,0
49,51,4,0
50,52,4,0
51,53,4,0
52,54,4,0
53,55,4,0
54,63,5,1
55,77,9,5
56,78,9,11
57,79,9,0
58,80,3,0
59,81,3,0
60,84,3,0
61,85,3,0
62,86,3,0
63,88,3,2
64,89,3,0
65,90,3,0
66,91,3,0
67,92,3,0
68,93,3,0
69,94,3,0
70,95,3,0
71,96,3,0
72,97,3,0
73,98,8,1
74,99,8,1
75,115,11,0
76,116,11,0
77,117,11,0
78,118,11,0
79,152,0,2
80,153,0,2
81,155,2,0
82,156,2,0
83,157,2,0
84,158,2,0
85,159,2,0
86,162,2,0
87,163,2,0
88,164,1,0
89,165,1,0
90,166,1,0
91,167,1,0
92,168,1,0
93,169,1,0
94,170,1,0
95,171,1,0
96,172,1,0
97,173,1,0
98,174,1,0
99,175,2,0
100,176,2,0
101,177,2,0
102,179,2,0
103,181,2,0
104,182,2,0
105,183,2,3
106,185,1,0
107,186,1,0
108,187,1,0
109,188,1,0
110,190,1,0
111,191,1,0
112,192,1,0
113,193,1,0
114,194,1,0
115,195,1,0
116,196,1,0
117,197,2,0
118,198,2,0
119,199,2,0
120,204,2,0
121,205,2,0
122,206,2,0
123,207,2,0
124,208,1,0
125,209,1,0
126,210,1,0
127,211,1,0
128,212,1,0
129,213,1,0
130,214,1,0
131,215,1,0
132,216,1,0
133,217,1,0
134,218,1,0
135,219,1,0
136,220,4,0
137,221,4,0
138,222,4,0
139,223,4,0
140,224,4,0
141,225,4,0
142,226,4,0
143,227,4,0
144,228,4,0
145,229,4,0
146,230,4,2
147,231,4,0
148,232,4,0
149,233,4,0
150,234,4,0
151,235,4,0
152,236,4,0
153,237,4,0
154,238,6,0
155,239,6,0
156,240,3,0
157,241,3,0
158,242,3,0
159,243,3,0
160,244,3,0
161,245,3,0
162,246,3,0
163,247,3,0
164,248,3,0
165,249,3,0
166,250,3,0
167,251,3,0
