,SUBJECT_2
training duration,1780.1917130947113
,train,valid,test
logloss,1.3771300399793063,1.3716558947190152,1.2504541844497492
accuracy,0.5266135792120704,0.5334590009425071,0.5524691358024691
macro-precision,0.7541989570505513,0.6150481701810273,0.5020879120879121
macro-recall,0.4395631079738906,0.44465154458553596,0.3965734339461389
macro-f1,0.45931646233697193,0.45881310827849564,0.39213105364988815
weighted-f1,0.49224053539373636,0.5021738173411036,0.5014876413635511
micro-f1,0.5266135792120704,0.5334590009425071,0.5524691358024691
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.40711135611907384,0.6523016650342801,0.7510548523206751,0.24132231404958682,0.0,0.9870892018779344,0.03225806451612903,0.13333333333333333,0.5844155844155844,0.5148514851485149,0.593886462882096,0.6141732283464566
valid,0.4075471698113207,0.6519823788546255,0.7782426778242679,0.2966507177033493,0.0,0.9868073878627969,0.0,0.5,0.4,0.3333333333333333,0.6896551724137931,0.4615384615384615
test,0.4566929133858268,0.7692307692307693,0.7804878048780487,0.12244897959183672,0.0,0.98989898989899,0.0,0.0,0.4,0.5714285714285715,0.6153846153846153,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1477.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,655.0,666.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,423.0,0.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1319.0,0.0,39.0,219.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1697.0,2.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,36.0,0.0,0.0,0.0,0.0,1682.0,0.0,0.0,0.0,0.0,0.0,0.0
