,SUBJECT_24
training duration,1824.4128835201263
,train,valid,test
logloss,1.9240761081255942,1.9117221614707105,1.8626670279153963
accuracy,0.4123798457800782,0.4144486692015209,0.3951219512195122
macro-precision,0.7160200539086579,0.4784703997806825,0.6225939715700808
macro-recall,0.38131519293067145,0.37563766400152215,0.38171943883736437
macro-f1,0.3849049021804994,0.3608698542753333,0.38766927847772936
weighted-f1,0.37668226297309115,0.37620572064654934,0.3801451776420696
micro-f1,0.41237984578007814,0.4144486692015209,0.39512195121951216
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.36083984375000006,0.6147540983606558,0.7321585903083702,0.01656050955414013,0.0,0.6456755679553606,0.09375,0.125,0.6203208556149732,0.32608695652173914,0.5242718446601942,0.5594405594405595
valid,0.3584070796460177,0.5981308411214953,0.75,0.0,0.0,0.6666666666666667,0.0,0.0,0.6,0.2222222222222222,0.608695652173913,0.5263157894736842
test,0.3190883190883191,0.6046511627906976,0.6813186813186813,0.05479452054794521,0.0,0.6964285714285715,0.0,missed_category,0.6,0.5,0.36363636363636365,0.4444444444444444
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1478.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,695.0,600.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,386.0,0.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1456.0,0.0,82.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
STANDING,1670.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,872.0,3.0,11.0,0.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,37.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0
SIT_TO_STAND,18.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
SIT_TO_LIE,14.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,17.0,0.0
LIE_TO_SIT,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,31.0
STAND_TO_LIE,22.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,54.0,0.0
LIE_TO_STAND,22.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,40.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,162.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,80.0,64.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,39.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,162.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,187.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,94.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
