,SUBJECT_26
training duration,1775.821662902832
,train,valid,test
logloss,1.7035827507789396,1.6748747734969107,1.9046274199170996
accuracy,0.5147866497676383,0.5237642585551331,0.4669926650366748
macro-precision,0.7289064466597908,0.6942029771047843,0.3146044624746451
macro-recall,0.39157372624077635,0.4365621776049525,0.3646498887176853
macro-f1,0.4001882069752636,0.4369111194395468,0.2895873345212673
weighted-f1,0.4546231183935557,0.4619426052074193,0.3955383308640699
micro-f1,0.5147866497676383,0.5237642585551331,0.4669926650366748
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.40571270105379925,0.649157581764123,0.7960199004975125,0.010269576379974327,0.0,0.9845053635280094,0.1515151515151515,0.12903225806451613,0.3728813559322034,0.4380952380952381,0.5573770491803279,0.30769230769230765
valid,0.41057934508816113,0.6334841628959276,0.8363636363636364,0.011560693641618497,0.0,0.9811320754716981,0.25,0.0,0.3076923076923077,0.5454545454545454,0.6000000000000001,0.6666666666666666
test,0.35625,0.3823529411764706,0.8316831683168315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285715,0.3333333333333333
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1463.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,641.0,655.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
WALKING_DOWNSTAIRS,261.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,1445.0,0.0,93.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,1674.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,42.0,0.0,0.0,0.0,0.0,1652.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,37.0,2.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
