,SUBJECT_14
training duration,1730.763150930405
,train,valid,test
logloss,1.5419953661473647,1.5461564104550283,1.6074479825234826
accuracy,0.5215245695086098,0.5193578847969783,0.5202312138728323
macro-precision,0.7170019410777128,0.5840311700292843,0.4288800358561702
macro-recall,0.45051072844103507,0.45546692188639876,0.38238156856507777
macro-f1,0.44769506665782116,0.4259620266942335,0.34650780139348414
weighted-f1,0.455744580887573,0.44044241940006934,0.44593807459665924
micro-f1,0.5215245695086098,0.5193578847969783,0.5202312138728323
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.4441515650741351,0.5818561001042754,0.6133408705483324,0.15123094958968347,0.0,0.9811097992916175,0.21212121212121215,0.0689655172413793,0.6480446927374302,0.676470588235294,0.5,0.49504950495049505
valid,0.45360824742268047,0.5514018691588785,0.614609571788413,0.06629834254143648,0.0,0.986737400530504,0.0,0.0,0.8000000000000002,0.6666666666666666,0.7500000000000001,0.2222222222222222
test,0.43925233644859807,0.9629629629629629,0.5271317829457365,0.07272727272727272,0.0,0.8988764044943819,0.0,0.0,0.28571428571428575,0.5714285714285715,0.4,0.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1348.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,619.0,558.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,141.0,0.0,1085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,976.0,1.0,465.0,129.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
STANDING,1328.0,0.0,393.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,45.0,0.0,12.0,0.0,0.0,1662.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,38.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0
SIT_TO_STAND,16.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
SIT_TO_LIE,8.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,58.0,0.0,16.0,0.0
LIE_TO_SIT,13.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,4.0
STAND_TO_LIE,24.0,2.0,17.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,48.0,0.0
LIE_TO_STAND,18.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,25.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,154.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,65.0,59.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,14.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,111.0,0.0,58.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,153.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,4.0,0.0,1.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
LIE_TO_SIT,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
STAND_TO_LIE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0
LIE_TO_STAND,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,47.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,11.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,37.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,43.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,6.0,0.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LIE_TO_SIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
STAND_TO_LIE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LIE_TO_STAND,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
,index,real_category,predicted_category
0,0,4,2
1,1,4,0
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,2
7,7,4,2
8,8,4,2
9,9,4,0
10,10,4,2
11,11,4,0
12,12,4,0
13,13,4,2
14,14,4,0
15,15,4,0
16,16,4,0
17,17,6,2
18,18,6,2
19,19,6,0
20,20,3,2
21,21,3,2
22,22,3,0
23,23,3,0
24,24,3,0
25,25,3,0
26,26,3,0
27,27,3,0
28,28,3,2
29,29,3,2
30,30,3,2
31,31,3,0
32,32,7,0
33,33,4,0
34,34,4,0
35,35,4,0
36,36,4,0
37,37,4,0
38,38,4,0
39,39,4,0
40,40,4,0
41,41,4,0
42,42,4,0
43,43,4,0
44,44,4,0
45,45,4,0
46,46,4,2
47,48,10,0
48,49,10,8
49,50,10,8
50,53,5,0
51,55,5,0
52,64,9,0
53,65,3,0
54,66,3,0
55,67,3,2
56,68,3,0
57,69,3,0
58,70,3,0
59,71,3,0
60,72,3,0
