,SUBJECT_20
training duration,1811.439910888672
,train,valid,test
logloss,1.877041828569547,1.853552072534064,1.9463478724161785
accuracy,0.48946259220231825,0.4938388625592417,0.4583333333333333
macro-precision,0.7100086942891645,0.5732369636536303,0.5357289017510012
macro-recall,0.4373177675612978,0.4688545887690499,0.42982768865121807
macro-f1,0.41735254737954725,0.4430949439860816,0.3771436835705011
weighted-f1,0.4185489387706046,0.4227263937687237,0.3915046075377892
micro-f1,0.48946259220231825,0.4938388625592417,0.4583333333333333
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.4554385964912281,0.6328986960882648,0.5401146131805158,0.030322173089071387,0.0,0.8893934479403179,0.03333333333333333,0.06666666666666667,0.68,0.5555555555555556,0.5319148936170213,0.5925925925925926
valid,0.45799011532125206,0.648888888888889,0.5215605749486653,0.022727272727272724,0.0,0.9043478260869565,0.0,0.0,0.7,0.6666666666666666,0.5714285714285714,0.823529411764706
test,0.3965517241379311,0.6578947368421052,0.5490196078431373,0.05714285714285715,0.0,0.8907563025210083,0.0,0.0,0.30769230769230765,0.5,0.5,0.6666666666666666
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1298.0,1.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,451.0,631.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,95.0,0.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,922.0,0.0,605.0,24.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0
STANDING,1104.0,4.0,603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,249.0,0.0,83.0,0.0,0.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,23.0,7.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0
SIT_TO_STAND,13.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
SIT_TO_LIE,3.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,68.0,0.0,8.0,0.0
LIE_TO_SIT,14.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,20.0
STAND_TO_LIE,8.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,50.0,0.0
LIE_TO_STAND,16.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,40.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,139.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,44.0,73.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,9.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,102.0,1.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,116.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,22.0,0.0,11.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0
STAND_TO_LIE,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,46.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,20.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,3.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,46.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,51.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,11.0,0.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
STAND_TO_LIE,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,index,real_category,predicted_category
0,0,4,2
1,1,4,2
2,2,4,0
3,3,4,0
4,4,4,0
5,5,4,0
6,6,4,0
7,7,4,0
8,8,4,0
9,9,4,0
10,10,4,0
11,11,4,0
12,12,4,0
13,13,4,2
14,14,4,0
